"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","DR-TC191: Verificar que no se complete el registro de un paciente con solo caracteres especiales en province","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","172","DR-TC162: Verificar eliminación de profesional fallida con token invalido","tests.Professional","Mon Nov 10 20:53:31 UTC 2025","passed","Mon Nov 10 20:53:31 UTC 2025","","test_DR_US_05_DELETE_professional","",""
"","530","DR-TC219: Verificar que no se pueda crear un paciente con token invalido","tests.Patient","Mon Nov 10 20:48:57 UTC 2025","passed","Mon Nov 10 20:48:58 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1052","DR-TC67: Verificar que se puede registrar un profesional con country Perú","tests.Professional","Mon Nov 10 20:51:33 UTC 2025","passed","Mon Nov 10 20:51:34 UTC 2025","","test_DR_US_02_POST_professional","",""
"","181","DR‑TC294: Verificar que no se pueda actualizar un paciente con photo con formato invalido","tests.Patient","Mon Nov 10 20:50:29 UTC 2025","passed","Mon Nov 10 20:50:29 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","166","DR-TC316: Verificar eliminación de paciente fallida sin autenticación","tests.Patient","Mon Nov 10 20:50:56 UTC 2025","passed","Mon Nov 10 20:50:56 UTC 2025","","test_DR_US_09_DELETE_patient","",""
"","538","DR-TC173: Verificar que no se pueda registrar un paciente sin mother_name","tests.Patient","Mon Nov 10 20:48:01 UTC 2025","passed","Mon Nov 10 20:48:01 UTC 2025","","test_DR_US_06_POST_patient","",""
"","0","DR-TC147: Verificar que no se pueda actualizar phone a un valor ya existente en otro profesional","tests.Professional","Mon Nov 10 20:53:24 UTC 2025","skipped","Mon Nov 10 20:53:24 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","232","DR-TC140: Verificar rechazo en actualizar un profesional con dni excediendo longitud máxima","tests.Professional","Mon Nov 10 20:53:11 UTC 2025","skipped","Mon Nov 10 20:53:12 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","177","DR-TC176: Verificar que no se pueda registrar un paciente sin photo","tests.Patient","Mon Nov 10 20:48:03 UTC 2025","passed","Mon Nov 10 20:48:04 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1987","DR-TC204: Verificar rechazo en la creación de paciente con last_name excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:35 UTC 2025","skipped","Mon Nov 10 20:48:37 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1067","DR-TC33: Verificar que no se registre un profesional con personal_email inválido","tests.Professional","Mon Nov 10 20:51:12 UTC 2025","passed","Mon Nov 10 20:51:13 UTC 2025","","test_DR_US_02_POST_professional","",""
"","1770","DR-TC211: Verificar rechazo en la creación de paciente con ref_number_2 excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:44 UTC 2025","skipped","Mon Nov 10 20:48:46 UTC 2025","","test_DR_US_06_POST_patient","",""
"","291","DR-TC05: Verificar login fallido con usuario y contraseña vacíos","tests.Login","Mon Nov 10 20:47:51 UTC 2025","passed","Mon Nov 10 20:47:51 UTC 2025","","test_DR_US_01_Login","",""
"","466","DR-TC02: Verificar login exitoso con credenciales válidas como professional","tests.Login","Mon Nov 10 20:47:50 UTC 2025","passed","Mon Nov 10 20:47:50 UTC 2025","","test_DR_US_01_Login","",""
"","1054","DR-TC65: Verificar que se puede registrar un profesional con country Bolivia","tests.Professional","Mon Nov 10 20:51:30 UTC 2025","passed","Mon Nov 10 20:51:31 UTC 2025","","test_DR_US_02_POST_professional","",""
"","218","DR-TC285: Verificar que no se pueda actualizar un paciente con date_of_birth con formato inválido mm/dd/aaaa","tests.Patient","Mon Nov 10 20:50:16 UTC 2025","passed","Mon Nov 10 20:50:16 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","182","DR‑TC132: Verificar que no se pueda actualizar un profesional con photo con un formato invalido","tests.Professional","Mon Nov 10 20:53:02 UTC 2025","passed","Mon Nov 10 20:53:03 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","4176","test_DR_TC_330_Patient","tests.e2e","Mon Nov 10 20:53:31 UTC 2025","passed","Mon Nov 10 20:53:35 UTC 2025","","test_DR_US_12_e2e_patient","",""
"","230","DR-TC91: Verificar actualización exitosa de un profesional modificando solo el campo profession","tests.Professional","Mon Nov 10 20:51:57 UTC 2025","passed","Mon Nov 10 20:51:57 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","185","DR-TC158: Verificar eliminación de profesional existente","tests.Professional","Mon Nov 10 20:53:30 UTC 2025","passed","Mon Nov 10 20:53:30 UTC 2025","","test_DR_US_05_DELETE_professional","",""
"","211","DR-TC290: Verificar que no se pueda actualizar un paciente con fissure_type con un valor inválido","tests.Patient","Mon Nov 10 20:50:23 UTC 2025","skipped","Mon Nov 10 20:50:23 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","233","DR-TC129: Verificar que no se pueda actualizar un profesional con country con un valor inválido","tests.Professional","Mon Nov 10 20:52:58 UTC 2025","skipped","Mon Nov 10 20:52:58 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1020","DR-TC38: Verificar rechazo en la creación de profesional con sex excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:25 UTC 2025","passed","Mon Nov 10 20:51:26 UTC 2025","","test_DR_US_02_POST_professional","",""
"","1019","DR-TC40: Verificar rechazo en la creación de profesional con city excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:16 UTC 2025","skipped","Mon Nov 10 20:51:17 UTC 2025","","test_DR_US_02_POST_professional","",""
"","183","DR-TC51: Verificar fallo en el registro de profesional con método HTTP incorrecto PUT","tests.Professional","Mon Nov 10 20:51:27 UTC 2025","passed","Mon Nov 10 20:51:28 UTC 2025","","test_DR_US_02_POST_professional","",""
"","285","DR-TC230: Verificar que no se pueda obtener la lista de pacientes sin autenticación","tests.Patient","Mon Nov 10 20:49:00 UTC 2025","passed","Mon Nov 10 20:49:00 UTC 2025","","test_DR_US_07_GET_patient","",""
"","188","DR-TC62: Verificar que no se pueda crear un profesional con token sin permisos","tests.Professional","Mon Nov 10 20:51:27 UTC 2025","passed","Mon Nov 10 20:51:27 UTC 2025","","test_DR_US_02_POST_professional","",""
"","0","DR-TC192: Verificar que no se complete el registro de un paciente con solo caracteres especiales en address","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","400","DR-TC170: Verificar que no se pueda registrar un paciente sin country","tests.Patient","Mon Nov 10 20:47:59 UTC 2025","passed","Mon Nov 10 20:48:00 UTC 2025","","test_DR_US_06_POST_patient","",""
"","187","DR-TC312: Verificar que no se pueda actualizar un paciente con token invalido","tests.Patient","Mon Nov 10 20:50:54 UTC 2025","passed","Mon Nov 10 20:50:54 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","228","DR-TC262: Verificar que no se pueda actualizar un paciente con sex con un valor vacio","tests.Patient","Mon Nov 10 20:49:44 UTC 2025","passed","Mon Nov 10 20:49:44 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","231","DR-TC135: Verificar rechazo en actualizar un profesional con sex excediendo longitud máxima","tests.Professional","Mon Nov 10 20:53:19 UTC 2025","skipped","Mon Nov 10 20:53:19 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1851","DR-TC185: Verificar que se puede registrar un paciente con country Flap derecho","tests.Patient","Mon Nov 10 20:48:20 UTC 2025","passed","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","151","DR-TC09: Verificar login fallido con método HTTP incorrecto GET","tests.Login","Mon Nov 10 20:47:52 UTC 2025","skipped","Mon Nov 10 20:47:52 UTC 2025","","test_DR_US_01_Login","",""
"","248","DR-TC242: Verificar actualización exitosa de un paciente modificando solo el campo address","tests.Patient","Mon Nov 10 20:49:14 UTC 2025","passed","Mon Nov 10 20:49:15 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","204","DR-TC139: Verificar rechazo en actualizar un profesional con address excediendo longitud máxima","tests.Professional","Mon Nov 10 20:53:10 UTC 2025","skipped","Mon Nov 10 20:53:10 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","225","DR-TC151: Verificar que no se pueda actualizar un profesional con token sin permisos","tests.Professional","Mon Nov 10 20:53:29 UTC 2025","passed","Mon Nov 10 20:53:29 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","231","DR-TC134: Verificar rechazo en actualizar un profesional con last_name excediendo longitud máxima","tests.Professional","Mon Nov 10 20:53:05 UTC 2025","skipped","Mon Nov 10 20:53:06 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","0","DR-TC279: Verificar que no se pueda actualizar un paciente con last_name con caracteres especiales","tests.Patient","Mon Nov 10 20:50:08 UTC 2025","skipped","Mon Nov 10 20:50:08 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","1852","DR-TC212: Verificar rechazo en la creación de paciente con fissure_type excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:55 UTC 2025","passed","Mon Nov 10 20:48:57 UTC 2025","","test_DR_US_06_POST_patient","",""
"","361","DR-TC252: Verificar que se pueda actualizar un paciente con country  Perú","tests.Patient","Mon Nov 10 20:49:29 UTC 2025","passed","Mon Nov 10 20:49:30 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC282: Verificar que no se pueda actualizar un paciente con city con caracteres especiales","tests.Patient","Mon Nov 10 20:50:12 UTC 2025","skipped","Mon Nov 10 20:50:12 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","236","DR-TC323: Verificar registro fotográfico fallido de paciente sin autenticación","tests.Patient","Mon Nov 10 20:51:03 UTC 2025","passed","Mon Nov 10 20:51:03 UTC 2025","","test_DR_US_10_POST_patient_photographic_record","",""
"","314","DR-TC196: Verificar que no se registre un paciente con date_of_birth en formato inválido mm/dd/aaaa","tests.Patient","Mon Nov 10 20:48:31 UTC 2025","passed","Mon Nov 10 20:48:32 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1138","DR-TC63: Verificar que se puede registrar un profesional con sex masculino","tests.Professional","Mon Nov 10 20:51:28 UTC 2025","passed","Mon Nov 10 20:51:29 UTC 2025","","test_DR_US_02_POST_professional","",""
"","0","DR-TC283: Verificar que no se pueda actualizar un paciente con province con caracteres especiales","tests.Patient","Mon Nov 10 20:50:13 UTC 2025","skipped","Mon Nov 10 20:50:13 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","188","DR-TC28: Verificar que no se registre un profesional con date_of_birth en formato inválido mm/dd/aaaa","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","passed","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","202","DR-TC237: Verificar actualización exitosa de un paciente modificando solo el campo father_name","tests.Patient","Mon Nov 10 20:49:07 UTC 2025","passed","Mon Nov 10 20:49:07 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC56: Verificar que no se complete el registro de un profesional con solo caracteres especiales en profession","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","skipped","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","1","DR-TC190: Verificar que no se complete el registro de un paciente con solo caracteres especiales en city","tests.Patient","Mon Nov 10 20:48:22 UTC 2025","skipped","Mon Nov 10 20:48:22 UTC 2025","","test_DR_US_06_POST_patient","",""
"","182","DR-TC11: Verificar login fallido con método HTTP incorrecto DELETE","tests.Login","Mon Nov 10 20:47:52 UTC 2025","passed","Mon Nov 10 20:47:53 UTC 2025","","test_DR_US_01_Login","",""
"","529","DR-TC167: Verificar que no se pueda registrar un paciente sin last_name","tests.Patient","Mon Nov 10 20:47:58 UTC 2025","passed","Mon Nov 10 20:47:58 UTC 2025","","test_DR_US_06_POST_patient","",""
"","224","DR-TC108: Verificar que no se pueda actualizar un profesional con dni con un valor vacio","tests.Professional","Mon Nov 10 20:52:22 UTC 2025","passed","Mon Nov 10 20:52:22 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","217","DR-TC15: Verificar que no se pueda registrar un profesional sin first_name","tests.Professional","Mon Nov 10 20:51:07 UTC 2025","passed","Mon Nov 10 20:51:07 UTC 2025","","test_DR_US_02_POST_professional","",""
"","233","DR-TC111: Verificar que no se pueda actualizar un profesional con profession con un valor vacio","tests.Professional","Mon Nov 10 20:52:26 UTC 2025","passed","Mon Nov 10 20:52:26 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","219","DR-TC23: Verificar que no se pueda registrar un profesional sin profession","tests.Professional","Mon Nov 10 20:51:09 UTC 2025","passed","Mon Nov 10 20:51:09 UTC 2025","","test_DR_US_02_POST_professional","",""
"","199","DR-TC257: Verificar que no se pueda actualizar un paciente con first_name con un valor vacio","tests.Patient","Mon Nov 10 20:49:37 UTC 2025","passed","Mon Nov 10 20:49:37 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","224","DR‑TC93: Verificar actualización exitosa de un profesional modificando solo el campo photo","tests.Professional","Mon Nov 10 20:52:00 UTC 2025","passed","Mon Nov 10 20:52:00 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","1853","DR-TC213: Verificar rechazo en la creación de paciente con city excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:46 UTC 2025","skipped","Mon Nov 10 20:48:48 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1049","DR-TC45: Verificar rechazo en la creación de profesional con phone excediendo longitud máxima","tests.Professional","Mon Nov 10 20:51:21 UTC 2025","skipped","Mon Nov 10 20:51:22 UTC 2025","","test_DR_US_02_POST_professional","",""
"","1844","DR-TC205: Verificar rechazo en la creación de paciente con father_name excediendo longitud máxima","tests.Patient","Mon Nov 10 20:48:37 UTC 2025","skipped","Mon Nov 10 20:48:39 UTC 2025","","test_DR_US_06_POST_patient","",""
"","169","DR-TC76: Verificar que no se pueda obtener la lista de profesionales sin autenticación","tests.Professional","Mon Nov 10 20:51:40 UTC 2025","passed","Mon Nov 10 20:51:40 UTC 2025","","test_DR_US_03_GET_professional","",""
"","234","DR‑TC247: Verificar actualización exitosa de un paciente modificando solo el campo photo","tests.Patient","Mon Nov 10 20:49:22 UTC 2025","passed","Mon Nov 10 20:49:22 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","1","DR-TC272: Verificar que no se pueda actualizar un paciente con dni con un valor de solo espacios","tests.Patient","Mon Nov 10 20:49:58 UTC 2025","skipped","Mon Nov 10 20:49:58 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","414","DR-TC172: Verificar que no se pueda registrar un paciente sin father_name","tests.Patient","Mon Nov 10 20:48:00 UTC 2025","passed","Mon Nov 10 20:48:01 UTC 2025","","test_DR_US_06_POST_patient","",""
"","1054","DR-TC66: Verificar que se puede registrar un profesional con country México","tests.Professional","Mon Nov 10 20:51:32 UTC 2025","passed","Mon Nov 10 20:51:33 UTC 2025","","test_DR_US_02_POST_professional","",""
"","231","DR-TC228: Verificar que no se pueda obtener los datos de un paciente con ID inválido","tests.Patient","Mon Nov 10 20:49:00 UTC 2025","passed","Mon Nov 10 20:49:00 UTC 2025","","test_DR_US_07_GET_patient","",""
"","286","DR-TC232: Verificar fallo en obtención de lista de pacientes con método HTTP incorrecto PATCH","tests.Patient","Mon Nov 10 20:49:01 UTC 2025","passed","Mon Nov 10 20:49:01 UTC 2025","","test_DR_US_07_GET_patient","",""
"","1035","DR-TC32: Verificar que no se registre un profesional con country inválido","tests.Professional","Mon Nov 10 20:51:11 UTC 2025","passed","Mon Nov 10 20:51:12 UTC 2025","","test_DR_US_02_POST_professional","",""
"","176","DR-TC75:  Verificar que no se pueda obtener los datos de un profesional con ID que no existente","tests.Professional","Mon Nov 10 20:51:40 UTC 2025","passed","Mon Nov 10 20:51:40 UTC 2025","","test_DR_US_03_GET_professional","",""
"","0","DR-TC54: Verificar que no se registre un profesional con dni duplicado","tests.Professional","Mon Nov 10 20:51:28 UTC 2025","skipped","Mon Nov 10 20:51:28 UTC 2025","","test_DR_US_02_POST_professional","",""
"","0","DR-TC278: Verificar que no se pueda actualizar un paciente con first_name con caracteres especiales","tests.Patient","Mon Nov 10 20:50:06 UTC 2025","skipped","Mon Nov 10 20:50:06 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC145: Verificar que no se pueda actualizar personal_email a un valor ya existente en otro profesional","tests.Professional","Mon Nov 10 20:53:22 UTC 2025","skipped","Mon Nov 10 20:53:22 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","240","DR-TC293: Verificar que no se pueda actualizar un paciente con ref_number_2 con un valor inválido","tests.Patient","Mon Nov 10 20:50:28 UTC 2025","skipped","Mon Nov 10 20:50:28 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","298","DR-TC227: Verificar obtención de datos de un paciente por ID","tests.Patient","Mon Nov 10 20:48:59 UTC 2025","passed","Mon Nov 10 20:49:00 UTC 2025","","test_DR_US_07_GET_patient","",""
"","179","DR‑TC113: Verificar que no se pueda actualizar un profesional con photo vacio","tests.Professional","Mon Nov 10 20:52:29 UTC 2025","passed","Mon Nov 10 20:52:30 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","169","DR-TC328: Verificar que no se pueda obtener el registro fotográfico de pacientesin autenticación","tests.Patient","Mon Nov 10 20:51:04 UTC 2025","passed","Mon Nov 10 20:51:04 UTC 2025","","test_DR_US_11_GET_patient_photographic_record","",""
"","231","DR-TC101: Verificar que se pueda actualizar un profesional con country Argentina","tests.Professional","Mon Nov 10 20:52:12 UTC 2025","passed","Mon Nov 10 20:52:12 UTC 2025","","test_DR_US_04_PATCH_professional","",""
"","230","DR-TC288: Verificar que no se pueda actualizar un paciente con sex con un valor inválido","tests.Patient","Mon Nov 10 20:50:20 UTC 2025","skipped","Mon Nov 10 20:50:20 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","217","DR-TC256: Verificar que se pueda actualizar un paciente con fissure_type Flap derecho","tests.Patient","Mon Nov 10 20:49:35 UTC 2025","passed","Mon Nov 10 20:49:36 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","168","DR-TC12: Verificar login fallido con un payload invalido","tests.Login","Mon Nov 10 20:47:53 UTC 2025","passed","Mon Nov 10 20:47:53 UTC 2025","","test_DR_US_01_Login","",""
"","0","DR-TC270: Verificar que no se pueda actualizar un paciente con father_name con un valor de solo espacios","tests.Patient","Mon Nov 10 20:49:55 UTC 2025","skipped","Mon Nov 10 20:49:55 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","225","DR-TC289: Verificar que no se pueda actualizar un paciente con country con un valor inválido","tests.Patient","Mon Nov 10 20:50:22 UTC 2025","skipped","Mon Nov 10 20:50:22 UTC 2025","","test_DR_US_08_PATCH_patient","",""
"","0","DR-TC200: Verificar que no se registre un paciente con country inválido Estados Unidos","tests.Patient","Mon Nov 10 20:48:32 UTC 2025","skipped","Mon Nov 10 20:48:32 UTC 2025","","test_DR_US_06_POST_patient","",""
"","0","DR-TC217: Verificar que no se registre un paciente con dni duplicado","tests.Patient","Mon Nov 10 20:48:57 UTC 2025","skipped","Mon Nov 10 20:48:57 UTC 2025","","test_DR_US_06_POST_patient","",""
"","235","DR-TC244: Verificar actualización exitosa de un paciente modificando solo el campo ref_number_1","tests.Patient","Mon Nov 10 20:49:17 UTC 2025","passed","Mon Nov 10 20:49:17 UTC 2025","","test_DR_US_08_PATCH_patient","",""
